"Area" "Item" "Year" "yield" "rain" "pest" "temp"
"17617" "Kenya" "Sorghum" 2012 7445 630 1578 16.84
"17618" "Kenya" "Soybeans" 2012 14997 630 1578 16.84
"17619" "Kenya" "Sweet potatoes" 2012 128346 630 1578 16.84
"17620" "Kenya" "Wheat" 2012 29720 630 1578 16.84
"17621" "Kenya" "Yams" 2012 116053 630 1578 16.84
"17622" "Kenya" "Cassava" 2013 142470 630 1578 16.91
"17623" "Kenya" "Maize" 2013 16922 630 1578 16.91
"17624" "Kenya" "Plantains and others" 2013 119231 630 1578 16.91
"17625" "Kenya" "Potatoes" 2013 144262 630 1578 16.91
"17626" "Kenya" "Rice, paddy" 2013 39955 630 1578 16.91
"17627" "Kenya" "Sorghum" 2013 7550 630 1578 16.91
"17628" "Kenya" "Soybeans" 2013 12231 630 1578 16.91
"17629" "Kenya" "Sweet potatoes" 2013 124706 630 1578 16.91
"17630" "Kenya" "Wheat" 2013 27602 630 1578 16.91
"17631" "Kenya" "Yams" 2013 135962 630 1578 16.91
"17632" "Latvia" "Potatoes" 1992 120475 641 1005 6.89
"17633" "Latvia" "Wheat" 1992 25848 641 1005 6.89
"17634" "Latvia" "Potatoes" 1993 145006 641 476 5.58
"17635" "Latvia" "Wheat" 1993 20006 641 476 5.58
"17636" "Latvia" "Potatoes" 1994 129963 641 294 5.87
"17637" "Latvia" "Wheat" 1994 21078 641 294 5.87
"17638" "Latvia" "Potatoes" 1995 114701 641 358 6.54
"17639" "Latvia" "Wheat" 1995 22235 641 358 6.54
"17640" "Latvia" "Potatoes" 1996 137471 641 361 4.9
"17641" "Latvia" "Wheat" 1996 23961 641 361 4.9
"17642" "Latvia" "Potatoes" 1997 135948 641 334 6.17
"17643" "Latvia" "Wheat" 1997 25909 641 334 6.17
"17644" "Latvia" "Potatoes" 1998 118044 641 369 5.95
"17645" "Latvia" "Wheat" 1998 25533 641 369 5.95
"17646" "Latvia" "Potatoes" 1999 158782 641 326.86 7.07
"17647" "Latvia" "Wheat" 1999 24103 641 326.86 7.07
"17648" "Latvia" "Potatoes" 2000 145634 641 284.72 7.47
"17649" "Latvia" "Wheat" 2000 27034 641 284.72 7.47
"17650" "Latvia" "Potatoes" 2001 111670 641 367.4 6.5
"17651" "Latvia" "Wheat" 2001 27080 641 367.4 6.5
"17652" "Latvia" "Potatoes" 2002 143358 641 335.31 6.83
"17653" "Latvia" "Wheat" 2002 33844 641 335.31 6.83
"17654" "Latvia" "Potatoes" 2004 128507 641 594.46 6.28
"17655" "Latvia" "Wheat" 2004 29423 641 594.46 6.28
"17656" "Latvia" "Potatoes" 2005 145942 641 723.54 6.3
"17657" "Latvia" "Wheat" 2005 36099 641 723.54 6.3
"17658" "Latvia" "Potatoes" 2006 122151 641 743.57 6.95
"17659" "Latvia" "Wheat" 2006 27815 641 743.57 6.95
"17660" "Latvia" "Potatoes" 2007 159330 641 1113.49 7.25
"17661" "Latvia" "Wheat" 2007 35944 641 1113.49 7.25
"17662" "Latvia" "Potatoes" 2008 178148 641 1033 7.67
"17663" "Latvia" "Wheat" 2008 38566 641 1033 7.67
"17664" "Latvia" "Potatoes" 2009 175133 641 881.2 6.51
"17665" "Latvia" "Wheat" 2009 36276 641 881.2 6.51
"17666" "Latvia" "Potatoes" 2010 160797 641 1027.5 5.67
"17667" "Latvia" "Wheat" 2010 32849 641 1027.5 5.67
"17668" "Latvia" "Potatoes" 2011 168013 641 1070.5 7.25
"17669" "Latvia" "Wheat" 2011 30613 641 1070.5 7.25
"17670" "Latvia" "Potatoes" 2012 191099 641 1396.96 5.96
"17671" "Latvia" "Wheat" 2012 43695 641 1396.96 5.96
"17672" "Latvia" "Potatoes" 2013 181648 641 1250 7.25
"17673" "Latvia" "Wheat" 2013 38857 641 1250 7.25
"17674" "Lebanon" "Maize" 1990 16910 661 1221 19.4
"17675" "Lebanon" "Potatoes" 1990 180927 661 1221 19.4
"17676" "Lebanon" "Sorghum" 1990 12500 661 1221 19.4
"17677" "Lebanon" "Wheat" 1990 19704 661 1221 19.4
"17678" "Lebanon" "Maize" 1991 17467 661 1221 19.31
"17679" "Lebanon" "Potatoes" 1991 201527 661 1221 19.31
"17680" "Lebanon" "Sorghum" 1991 13000 661 1221 19.31
"17681" "Lebanon" "Wheat" 1991 22299 661 1221 19.31
"17682" "Lebanon" "Maize" 1992 18715 661 1221 18.18
"17683" "Lebanon" "Potatoes" 1992 210345 661 1221 18.18
"17684" "Lebanon" "Sorghum" 1992 13988 661 1221 18.18
"17685" "Lebanon" "Wheat" 1992 22807 661 1221 18.18
"17686" "Lebanon" "Maize" 1993 18919 661 1221 19.14
"17687" "Lebanon" "Potatoes" 1993 203846 661 1221 19.14
"17688" "Lebanon" "Sorghum" 1993 14394 661 1221 19.14
"17689" "Lebanon" "Wheat" 1993 22917 661 1221 19.14
"17690" "Lebanon" "Maize" 1994 20288 661 1221 19.93
"17691" "Lebanon" "Potatoes" 1994 234268 661 1221 19.93
"17692" "Lebanon" "Sorghum" 1994 15068 661 1221 19.93
"17693" "Lebanon" "Wheat" 1994 22244 661 1221 19.93
"17694" "Lebanon" "Maize" 1995 23269 661 1221 19.35
"17695" "Lebanon" "Potatoes" 1995 238774 661 1221 19.35
"17696" "Lebanon" "Sorghum" 1995 15752 661 1221 19.35
"17697" "Lebanon" "Wheat" 1995 24765 661 1221 19.35
"17698" "Lebanon" "Maize" 1996 23461 661 1221 19.65
"17699" "Lebanon" "Potatoes" 1996 241493 661 1221 19.65
"17700" "Lebanon" "Sorghum" 1996 17170 661 1221 19.65
"17701" "Lebanon" "Wheat" 1996 24726 661 1221 19.65
"17702" "Lebanon" "Maize" 1997 31111 661 1816 18.99
"17703" "Lebanon" "Potatoes" 1997 220000 661 1816 18.99
"17704" "Lebanon" "Sorghum" 1997 17030 661 1816 18.99
"17705" "Lebanon" "Wheat" 1997 16263 661 1816 18.99
"17706" "Lebanon" "Maize" 1998 50000 661 1816 20.19
"17707" "Lebanon" "Potatoes" 1998 200000 661 1816 20.19
"17708" "Lebanon" "Sorghum" 1998 16828 661 1816 20.19
"17709" "Lebanon" "Wheat" 1998 20667 661 1816 20.19
"17710" "Lebanon" "Maize" 1999 57143 661 1816 20.25
"17711" "Lebanon" "Potatoes" 1999 190270 661 1816 20.25
"17712" "Lebanon" "Sorghum" 1999 16000 661 1816 20.25
"17713" "Lebanon" "Wheat" 1999 18814 661 1816 20.25
"17714" "Lebanon" "Maize" 2000 38889 661 1816 19.65
"17715" "Lebanon" "Potatoes" 2000 213178 661 1816 19.65
"17716" "Lebanon" "Sorghum" 2000 15556 661 1816 19.65
"17717" "Lebanon" "Wheat" 2000 27025 661 1816 19.65
"17718" "Lebanon" "Maize" 2001 43231 661 1816 20.29
"17719" "Lebanon" "Potatoes" 2001 215966 661 1816 20.29
"17720" "Lebanon" "Sorghum" 2001 16000 661 1816 20.29
"17721" "Lebanon" "Wheat" 2001 31995 661 1816 20.29
"17722" "Lebanon" "Maize" 2002 32435 661 1816 19.91
"17723" "Lebanon" "Potatoes" 2002 234970 661 1816 19.91
"17724" "Lebanon" "Sorghum" 2002 14286 661 1816 19.91
"17725" "Lebanon" "Wheat" 2002 27356 661 1816 19.91
"17726" "Lebanon" "Maize" 2004 60000 661 1816 19.72
"17727" "Lebanon" "Potatoes" 2004 255504 661 1816 19.72
"17728" "Lebanon" "Sorghum" 2004 17030 661 1816 19.72
"17729" "Lebanon" "Wheat" 2004 29344 661 1816 19.72
"17730" "Lebanon" "Maize" 2005 37778 661 1816 19.68
"17731" "Lebanon" "Potatoes" 2005 259594 661 1816 19.68
"17732" "Lebanon" "Sorghum" 2005 18269 661 1816 19.68
"17733" "Lebanon" "Wheat" 2005 29030 661 1816 19.68
"17734" "Lebanon" "Maize" 2006 29524 661 1816 19.59
"17735" "Lebanon" "Potatoes" 2006 200000 661 1816 19.59
"17736" "Lebanon" "Sorghum" 2006 17917 661 1816 19.59
"17737" "Lebanon" "Wheat" 2006 28998 661 1816 19.59
"17738" "Lebanon" "Maize" 2007 34444 661 1816 20.04
"17739" "Lebanon" "Potatoes" 2007 256020 661 1816 20.04
"17740" "Lebanon" "Sorghum" 2007 18780 661 1816 20.04
"17741" "Lebanon" "Wheat" 2007 22008 661 1816 20.04
"17742" "Lebanon" "Maize" 2008 37778 661 1816 20.24
"17743" "Lebanon" "Potatoes" 2008 256020 661 1816 20.24
"17744" "Lebanon" "Sorghum" 2008 18649 661 1816 20.24
"17745" "Lebanon" "Wheat" 2008 28798 661 1816 20.24
"17746" "Lebanon" "Maize" 2009 36210 661 1816 20.19
"17747" "Lebanon" "Potatoes" 2009 224868 661 1816 20.19
"17748" "Lebanon" "Sorghum" 2009 20000 661 1816 20.19
"17749" "Lebanon" "Wheat" 2009 27990 661 1816 20.19
"17750" "Lebanon" "Maize" 2010 37199 661 1816 21.26
"17751" "Lebanon" "Potatoes" 2010 238514 661 1816 21.26
"17752" "Lebanon" "Sorghum" 2010 19298 661 1816 21.26
"17753" "Lebanon" "Wheat" 2010 27815 661 1816 21.26
"17754" "Lebanon" "Maize" 2011 36468 661 1816 19.67
"17755" "Lebanon" "Potatoes" 2011 239130 661 1816 19.67
"17756" "Lebanon" "Sorghum" 2011 19565 661 1816 19.67
"17757" "Lebanon" "Wheat" 2011 29667 661 1816 19.67
"17758" "Lebanon" "Maize" 2012 36025 661 1816 20.19
"17759" "Lebanon" "Potatoes" 2012 233333 661 1816 20.19
"17760" "Lebanon" "Sorghum" 2012 19167 661 1816 20.19
"17761" "Lebanon" "Wheat" 2012 31012 661 1816 20.19
"17762" "Lebanon" "Maize" 2013 35621 661 1816 20.08
"17763" "Lebanon" "Potatoes" 2013 260759 661 1816 20.08
"17764" "Lebanon" "Sorghum" 2013 20000 661 1816 20.08
"17765" "Lebanon" "Wheat" 2013 32122 661 1816 20.08
"17766" "Lesotho" "Maize" 1990 11000 788 0.3 14.48
"17767" "Lesotho" "Potatoes" 1990 176905 788 0.3 14.48
"17768" "Lesotho" "Sorghum" 1990 10112 788 0.3 14.48
"17769" "Lesotho" "Wheat" 1990 8118 788 0.3 14.48
"17770" "Lesotho" "Maize" 1991 5408 788 0.3 14.66
"17771" "Lesotho" "Potatoes" 1991 156250 788 0.3 14.66
"17772" "Lesotho" "Sorghum" 1991 5399 788 0.3 14.66
"17773" "Lesotho" "Wheat" 1991 1959 788 0.3 14.66
"17774" "Lesotho" "Maize" 1992 5792 788 0.3 15.16
"17775" "Lesotho" "Potatoes" 1992 148649 788 0.3 15.16
"17776" "Lesotho" "Sorghum" 1992 6123 788 0.3 15.16
"17777" "Lesotho" "Wheat" 1992 8580 788 0.3 15.16
"17778" "Lesotho" "Maize" 1993 8875 788 0.3 14.95
"17779" "Lesotho" "Potatoes" 1993 150000 788 0.3 14.95
"17780" "Lesotho" "Sorghum" 1993 12704 788 0.3 14.95
"17781" "Lesotho" "Wheat" 1993 7330 788 0.3 14.95
"17782" "Lesotho" "Maize" 1994 8629 788 0.3 14.22
"17783" "Lesotho" "Potatoes" 1994 155556 788 0.3 14.22
"17784" "Lesotho" "Sorghum" 1994 8756 788 0.3 14.22
"17785" "Lesotho" "Wheat" 1994 4199 788 0.3 14.22
"17786" "Lesotho" "Maize" 1995 8126 788 0.3 14.55
"17787" "Lesotho" "Potatoes" 1995 156169 788 0.3 14.55
"17788" "Lesotho" "Sorghum" 1995 8028 788 0.3 14.55
"17789" "Lesotho" "Wheat" 1995 6166 788 0.3 14.55
"17790" "Lesotho" "Maize" 1996 12490 788 0.3 13.93
"17791" "Lesotho" "Potatoes" 1996 157202 788 0.3 13.93
"17792" "Lesotho" "Sorghum" 1996 8591 788 0.3 13.93
"17793" "Lesotho" "Wheat" 1996 14108 788 0.3 13.93
"17794" "Lesotho" "Maize" 1997 9857 788 0.3 14.28
"17795" "Lesotho" "Potatoes" 1997 159574 788 0.3 14.28
"17796" "Lesotho" "Sorghum" 1997 8056 788 0.3 14.28
"17797" "Lesotho" "Wheat" 1997 16291 788 0.3 14.28
"17798" "Lesotho" "Maize" 1998 13171 788 0.3 14.81
"17799" "Lesotho" "Potatoes" 1998 160000 788 0.3 14.81
"17800" "Lesotho" "Sorghum" 1998 14763 788 0.3 14.81
"17801" "Lesotho" "Wheat" 1998 14810 788 0.3 14.81
"17802" "Lesotho" "Maize" 1999 9410 788 0.3 15.34
"17803" "Lesotho" "Potatoes" 1999 163462 788 0.3 15.34
"17804" "Lesotho" "Sorghum" 1999 11089 788 0.3 15.34
"17805" "Lesotho" "Wheat" 1999 7388 788 0.3 15.34
"17806" "Lesotho" "Maize" 2000 6773 788 0.3 14.37
"17807" "Lesotho" "Potatoes" 2000 164151 788 0.3 14.37
"17808" "Lesotho" "Sorghum" 2000 10378 788 0.3 14.37
"17809" "Lesotho" "Wheat" 2000 6547 788 0.3 14.37
"17810" "Lesotho" "Maize" 2001 8913 788 0.3 14.62
"17811" "Lesotho" "Potatoes" 2001 162963 788 0.3 14.62
"17812" "Lesotho" "Sorghum" 2001 8640 788 0.3 14.62
"17813" "Lesotho" "Wheat" 2001 20515 788 0.3 14.62
"17814" "Lesotho" "Maize" 2002 8088 788 0.3 14.69
"17815" "Lesotho" "Potatoes" 2002 162858 788 0.3 14.69
"17816" "Lesotho" "Sorghum" 2002 4225 788 0.3 14.69
"17817" "Lesotho" "Wheat" 2002 7172 788 0.3 14.69
"17818" "Lesotho" "Maize" 2004 6347 788 0.3 14.91
"17819" "Lesotho" "Potatoes" 2004 163654 788 0.3 14.91
"17820" "Lesotho" "Sorghum" 2004 3933 788 0.3 14.91
"17821" "Lesotho" "Wheat" 2004 6401 788 0.3 14.91
"17822" "Lesotho" "Maize" 2005 7011 788 0.53 14.89
"17823" "Lesotho" "Potatoes" 2005 164086 788 0.53 14.89
"17824" "Lesotho" "Sorghum" 2005 6240 788 0.53 14.89
"17825" "Lesotho" "Wheat" 2005 7234 788 0.53 14.89
"17826" "Lesotho" "Maize" 2006 5974 788 5.25 14.18
"17827" "Lesotho" "Potatoes" 2006 164720 788 5.25 14.18
"17828" "Lesotho" "Sorghum" 2006 3290 788 5.25 14.18
"17829" "Lesotho" "Wheat" 2006 2685 788 5.25 14.18
"17830" "Lesotho" "Maize" 2007 4877 788 35.27 14.81
"17831" "Lesotho" "Potatoes" 2007 166071 788 35.27 14.81
"17832" "Lesotho" "Sorghum" 2007 2436 788 35.27 14.81
"17833" "Lesotho" "Wheat" 2007 4316 788 35.27 14.81
"17834" "Lesotho" "Maize" 2008 4349 788 37.44 14.74
"17835" "Lesotho" "Potatoes" 2008 166379 788 37.44 14.74
"17836" "Lesotho" "Sorghum" 2008 2866 788 37.44 14.74
"17837" "Lesotho" "Wheat" 2008 2415 788 37.44 14.74
"17838" "Lesotho" "Maize" 2009 4159 788 77.7 14.62
"17839" "Lesotho" "Potatoes" 2009 159649 788 77.7 14.62
"17840" "Lesotho" "Sorghum" 2009 5773 788 77.7 14.62
"17841" "Lesotho" "Wheat" 2009 3473 788 77.7 14.62
"17842" "Lesotho" "Maize" 2010 9071 788 80.07 15.23
"17843" "Lesotho" "Potatoes" 2010 165000 788 80.07 15.23
"17844" "Lesotho" "Sorghum" 2010 7189 788 80.07 15.23
"17845" "Lesotho" "Wheat" 2010 14693 788 80.07 15.23
"17846" "Lesotho" "Maize" 2011 6344 788 175.27 14.32
"17847" "Lesotho" "Potatoes" 2011 164706 788 175.27 14.32
"17848" "Lesotho" "Sorghum" 2011 5092 788 175.27 14.32
"17849" "Lesotho" "Wheat" 2011 9965 788 175.27 14.32
"17850" "Lesotho" "Maize" 2012 6712 788 271.84 14.62
"17851" "Lesotho" "Potatoes" 2012 164286 788 271.84 14.62
"17852" "Lesotho" "Sorghum" 2012 1343 788 271.84 14.62
"17853" "Lesotho" "Wheat" 2012 8641 788 271.84 14.62
"17854" "Lesotho" "Maize" 2013 8227 788 62.32 14.03
"17855" "Lesotho" "Potatoes" 2013 173611 788 62.32 14.03
"17856" "Lesotho" "Sorghum" 2013 3051 788 62.32 14.03
"17857" "Lesotho" "Wheat" 2013 12345 788 62.32 14.03
"17858" "Libya" "Maize" 1990 10000 56 87 19.6
"17860" "Libya" "Potatoes" 1990 80556 56 87 19.6
"17862" "Libya" "Wheat" 1990 12317 56 87 19.6
"17864" "Libya" "Maize" 1991 12417 56 87 18.96
"17866" "Libya" "Potatoes" 1991 81319 56 87 18.96
"17868" "Libya" "Wheat" 1991 12381 56 87 18.96
"17870" "Libya" "Maize" 1992 12627 56 87 19.03
"17872" "Libya" "Potatoes" 1992 78947 56 87 19.03
"17874" "Libya" "Wheat" 1992 10015 56 87 19.03
"17876" "Libya" "Maize" 1993 12878 56 87 19.51
"17878" "Libya" "Potatoes" 1993 85822 56 87 19.51
"17880" "Libya" "Wheat" 1993 8400 56 87 19.51
"17882" "Libya" "Maize" 1994 12387 56 87 19.86
"17884" "Libya" "Potatoes" 1994 116667 56 87 19.86
"17886" "Libya" "Wheat" 1994 7742 56 87 19.86
"17888" "Libya" "Maize" 1995 13239 56 87 19.47
"17890" "Libya" "Potatoes" 1995 165267 56 87 19.47
"17892" "Libya" "Wheat" 1995 7313 56 87 19.47
"17894" "Libya" "Maize" 1996 10526 56 87 19.24
"17896" "Libya" "Potatoes" 1996 187273 56 87 19.24
"17898" "Libya" "Wheat" 1996 7294 56 87 19.24
"17900" "Libya" "Maize" 1997 17500 56 255 19.3
"17902" "Libya" "Potatoes" 1997 174212 56 255 19.3
"17904" "Libya" "Wheat" 1997 10090 56 255 19.3
"17906" "Libya" "Maize" 1998 18000 56 1262.38 19.75
"17908" "Libya" "Potatoes" 1998 180000 56 1262.38 19.75
"17910" "Libya" "Wheat" 1998 8750 56 1262.38 19.75
"17912" "Libya" "Maize" 1999 20000 56 2269.75 20.27
"17914" "Libya" "Potatoes" 1999 249910 56 2269.75 20.27
"17916" "Libya" "Wheat" 1999 7879 56 2269.75 20.27
"17918" "Libya" "Maize" 2000 28900 56 3277.13 19.59
"17920" "Libya" "Potatoes" 2000 200000 56 3277.13 19.59
"17922" "Libya" "Wheat" 2000 8085 56 3277.13 19.59
"17924" "Libya" "Maize" 2001 20000 56 4284.5 20.09
"17926" "Libya" "Potatoes" 2001 195000 56 4284.5 20.09
"17928" "Libya" "Wheat" 2001 7974 56 4284.5 20.09
"17930" "Libya" "Maize" 2002 15000 56 5291.88 19.96
"17932" "Libya" "Potatoes" 2002 195000 56 5291.88 19.96
"17934" "Libya" "Wheat" 2002 7966 56 5291.88 19.96
"17936" "Libya" "Maize" 2004 24000 56 7306.63 19.76
"17938" "Libya" "Potatoes" 2004 195000 56 7306.63 19.76
"17940" "Libya" "Wheat" 2004 7841 56 7306.63 19.76
"17942" "Libya" "Maize" 2005 24000 56 8314 19.48
"17944" "Libya" "Potatoes" 2005 157629 56 8314 19.48
"17946" "Libya" "Wheat" 2005 7576 56 8314 19.48
"17948" "Libya" "Maize" 2006 22246 56 4847 19.48
"17950" "Libya" "Potatoes" 2006 195440 56 4847 19.48
"17952" "Libya" "Wheat" 2006 7879 56 4847 19.48
"17954" "Libya" "Maize" 2007 22246 56 3170 19.87
"17956" "Libya" "Potatoes" 2007 193333 56 3170 19.87
"17958" "Libya" "Wheat" 2007 7879 56 3170 19.87
"17960" "Libya" "Maize" 2008 22129 56 3824 20.17
"17962" "Libya" "Potatoes" 2008 193333 56 3824 20.17
"17964" "Libya" "Wheat" 2008 7879 56 3824 20.17
"17966" "Libya" "Maize" 2009 24790 56 6046 19.93
"17968" "Libya" "Potatoes" 2009 194380 56 6046 19.93
"17970" "Libya" "Wheat" 2009 7895 56 6046 19.93
"17972" "Libya" "Maize" 2010 19333 56 3548 20.51
"17974" "Libya" "Potatoes" 2010 193849 56 3548 20.51
"17976" "Libya" "Wheat" 2010 7717 56 3548 20.51
"17978" "Libya" "Maize" 2011 21419 56 3548 19.44
"17980" "Libya" "Potatoes" 2011 189247 56 3548 19.44
"17982" "Libya" "Wheat" 2011 7784 56 3548 19.44
"17984" "Libya" "Maize" 2012 21613 56 3548 20.01
"17986" "Libya" "Potatoes" 2012 189474 56 3548 20.01
"17988" "Libya" "Wheat" 2012 7958 56 3548 20.01
"17990" "Libya" "Maize" 2013 20000 56 3548 19.93
"17992" "Libya" "Potatoes" 2013 196667 56 3548 19.93
"17994" "Libya" "Wheat" 2013 7955 56 3548 19.93
"17996" "Lithuania" "Maize" 1992 13710 656 1380 7.04
"17997" "Lithuania" "Potatoes" 1992 94916 656 1380 7.04
"17998" "Lithuania" "Wheat" 1992 29411 656 1380 7.04
"17999" "Lithuania" "Maize" 1993 13833 656 936 5.79
"18000" "Lithuania" "Potatoes" 1993 145414 656 936 5.79
"18001" "Lithuania" "Wheat" 1993 23718 656 936 5.79
"18002" "Lithuania" "Maize" 1994 13956 656 713 6.3
"18003" "Lithuania" "Potatoes" 1994 94112 656 713 6.3
"18004" "Lithuania" "Wheat" 1994 20348 656 713 6.3
"18005" "Lithuania" "Maize" 1995 14079 656 737 6.68
"18006" "Lithuania" "Potatoes" 1995 127992 656 737 6.68
"18007" "Lithuania" "Wheat" 1995 24455 656 737 6.68
"18008" "Lithuania" "Maize" 1996 14201 656 979 5.09
"18009" "Lithuania" "Potatoes" 1996 163152 656 979 5.09
"18010" "Lithuania" "Wheat" 1996 26926 656 979 5.09
"18011" "Lithuania" "Maize" 1997 14708 656 928 6.29
"18012" "Lithuania" "Potatoes" 1997 150974 656 928 6.29
"18013" "Lithuania" "Wheat" 1997 30016 656 928 6.29
"18014" "Lithuania" "Maize" 1998 16062 656 812 6.27
"18015" "Lithuania" "Potatoes" 1998 135771 656 812 6.27
"18016" "Lithuania" "Wheat" 1998 28671 656 812 6.27
"18017" "Lithuania" "Maize" 1999 17416 656 695 7.31
"18018" "Lithuania" "Potatoes" 1999 141049 656 695 7.31
"18019" "Lithuania" "Wheat" 1999 26098 656 695 7.31
"18020" "Lithuania" "Maize" 2000 18464 656 688.06 7.69
"18021" "Lithuania" "Potatoes" 2000 163916 656 688.06 7.69
"18022" "Lithuania" "Wheat" 2000 33413 656 688.06 7.69
"18023" "Lithuania" "Maize" 2001 22277 656 726.09 6.75
"18024" "Lithuania" "Potatoes" 2001 102868 656 726.09 6.75
"18025" "Lithuania" "Wheat" 2001 30559 656 726.09 6.75
"18026" "Lithuania" "Maize" 2002 28621 656 792.6 7.26
"18027" "Lithuania" "Potatoes" 2002 154365 656 792.6 7.26
"18028" "Lithuania" "Wheat" 2002 36335 656 792.6 7.26
"18029" "Lithuania" "Maize" 2004 21429 656 1023.6 6.43
"18030" "Lithuania" "Potatoes" 2004 128802 656 1023.6 6.43
"18031" "Lithuania" "Wheat" 2004 40276 656 1023.6 6.43
"18032" "Lithuania" "Maize" 2005 30625 656 1048.5 6.5
"18033" "Lithuania" "Potatoes" 2005 120987 656 1048.5 6.5
"18034" "Lithuania" "Wheat" 2005 37332 656 1048.5 6.5
"18035" "Lithuania" "Maize" 2006 23500 656 1197 6.98
"18036" "Lithuania" "Potatoes" 2006 79083 656 1197 6.98
"18037" "Lithuania" "Wheat" 2006 23554 656 1197 6.98
"18038" "Lithuania" "Maize" 2007 48148 656 2722.82 7.44
"18039" "Lithuania" "Potatoes" 2007 109110 656 2722.82 7.44
"18040" "Lithuania" "Wheat" 2007 39219 656 2722.82 7.44
"18041" "Lithuania" "Maize" 2008 42105 656 2722.55 7.84
"18042" "Lithuania" "Potatoes" 2008 148017 656 2722.55 7.84
"18043" "Lithuania" "Wheat" 2008 42689 656 2722.55 7.84
"18044" "Lithuania" "Maize" 2009 43273 656 2748.8 6.7
"18045" "Lithuania" "Potatoes" 2009 142167 656 2748.8 6.7
"18046" "Lithuania" "Wheat" 2009 42004 656 2748.8 6.7
"18047" "Lithuania" "Maize" 2010 66901 656 1803.77 6.14
"18048" "Lithuania" "Potatoes" 2010 130301 656 1803.77 6.14
"18049" "Lithuania" "Wheat" 2010 33045 656 1803.77 6.14
"18050" "Lithuania" "Maize" 2011 74896 656 2062.34 7.32
"18051" "Lithuania" "Potatoes" 2011 155889 656 2062.34 7.32
"18052" "Lithuania" "Wheat" 2011 33919 656 2062.34 7.32
"18053" "Lithuania" "Maize" 2012 61085 656 2559.9 6.31
"18054" "Lithuania" "Potatoes" 2012 170776 656 2559.9 6.31
"18055" "Lithuania" "Wheat" 2012 47829 656 2559.9 6.31
"18056" "Lithuania" "Maize" 2013 73953 656 2515.69 7.42
"18057" "Lithuania" "Potatoes" 2013 148606 656 2515.69 7.42
"18058" "Lithuania" "Wheat" 2013 43022 656 2515.69 7.42
"18059" "Madagascar" "Cassava" 1990 66512 1513 128.41 19.62
"18060" "Madagascar" "Maize" 1990 9848 1513 128.41 19.62
"18061" "Madagascar" "Potatoes" 1990 69744 1513 128.41 19.62
"18062" "Madagascar" "Rice, paddy" 1990 20773 1513 128.41 19.62
"18063" "Madagascar" "Sorghum" 1990 5969 1513 128.41 19.62
"18064" "Madagascar" "Soybeans" 1990 10417 1513 128.41 19.62
"18065" "Madagascar" "Sweet potatoes" 1990 53407 1513 128.41 19.62
"18066" "Madagascar" "Wheat" 1990 20000 1513 128.41 19.62
"18067" "Madagascar" "Cassava" 1991 66523 1513 131 19.79
"18068" "Madagascar" "Maize" 1991 9667 1513 131 19.79
"18069" "Madagascar" "Potatoes" 1991 55983 1513 131 19.79
"18070" "Madagascar" "Rice, paddy" 1991 20546 1513 131 19.79
"18071" "Madagascar" "Sorghum" 1991 7020 1513 131 19.79
"18072" "Madagascar" "Soybeans" 1991 6349 1513 131 19.79
"18073" "Madagascar" "Sweet potatoes" 1991 50308 1513 131 19.79
"18074" "Madagascar" "Wheat" 1991 22500 1513 131 19.79
"18075" "Madagascar" "Cassava" 1992 67059 1513 101.06 19.76
"18076" "Madagascar" "Maize" 1992 8125 1513 101.06 19.76
"18077" "Madagascar" "Potatoes" 1992 56560 1513 101.06 19.76
"18078" "Madagascar" "Rice, paddy" 1992 20869 1513 101.06 19.76
"18079" "Madagascar" "Sorghum" 1992 6982 1513 101.06 19.76
"18080" "Madagascar" "Soybeans" 1992 6320 1513 101.06 19.76
"18081" "Madagascar" "Sweet potatoes" 1992 53107 1513 101.06 19.76
"18082" "Madagascar" "Wheat" 1992 25000 1513 101.06 19.76
"18083" "Madagascar" "Cassava" 1993 67718 1513 109.41 19.95
"18084" "Madagascar" "Maize" 1993 8972 1513 109.41 19.95
"18085" "Madagascar" "Potatoes" 1993 56429 1513 109.41 19.95
"18086" "Madagascar" "Rice, paddy" 1993 20782 1513 109.41 19.95
"18087" "Madagascar" "Sorghum" 1993 6945 1513 109.41 19.95
"18088" "Madagascar" "Soybeans" 1993 6292 1513 109.41 19.95
"18089" "Madagascar" "Sweet potatoes" 1993 51059 1513 109.41 19.95
"18090" "Madagascar" "Wheat" 1993 26667 1513 109.41 19.95
"18091" "Madagascar" "Cassava" 1994 67429 1513 76.15 19.96
"18092" "Madagascar" "Maize" 1994 9451 1513 76.15 19.96
"18093" "Madagascar" "Potatoes" 1994 58442 1513 76.15 19.96
"18094" "Madagascar" "Rice, paddy" 1994 20694 1513 76.15 19.96
"18095" "Madagascar" "Sorghum" 1994 6907 1513 76.15 19.96
"18096" "Madagascar" "Soybeans" 1994 6264 1513 76.15 19.96
"18097" "Madagascar" "Sweet potatoes" 1994 53846 1513 76.15 19.96
"18098" "Madagascar" "Wheat" 1994 20000 1513 76.15 19.96
"18099" "Madagascar" "Cassava" 1995 68867 1513 73.08 19.96
"18100" "Madagascar" "Maize" 1995 9628 1513 73.08 19.96
"18101" "Madagascar" "Potatoes" 1995 56853 1513 73.08 19.96
"18102" "Madagascar" "Rice, paddy" 1995 21304 1513 73.08 19.96
"18103" "Madagascar" "Sorghum" 1995 6870 1513 73.08 19.96
